	step01	frequency_step1
14121	Dr. Czetter Ibolya  Nyugat-Magyarországi Egyetem Savaria Egyetemi Központ alelnöke	2
14122	Zrínyifalvi Gábor	2
14123	Carlo Crivelli	1
14124	Magyari Zsolt	3
14125	Koncz Erika közgyűjteményi és közművelődési helyettes államtitkár Nemzeti Kulturális Örökség Minisztériuma	1
14126	Orbán György képzőművész	2
14127	Keleti Éva a Magyar Fotóriporterek Társaságának elnöke	2
14128	Jaromir Funke	1
14129	Az Igazgyöny Alapítvány tanítványainak kiállítása	2
14130	Peták Péter	3
14131	Anca Benera & Arnold Estefan (Ro)	2
14132	Rovar 17	1
14133	Tom Fabritius	2
14134	Hargitai András	1
14135	akit erdekel a kepzomuveszeti szakma jovoje	2
14136	Krystyna Malinowska (Pl)	2
14137	Vereczkey Szilvia textilművész	1
14138	Edward Monovich	2
14139	Horváth Judit	109
14140	P. Szűcs Julianna	2
14141	Zalai Károly	2
14142	Hományi Péter	2
14143	országgyűlési képviselő / writer	2
14144	Lovas Ilona szobrász	2
14145	Tasnády Attila	2
14146	Parlag István	4
14147	Görög Ferenc Gábor	1
14148	Eike	102
14149	Drótos Dominika	2
14150	Paul kessel	2
14151	Steffanits István	2
14152	Péli Barna	51
14153	Jésica López	3
14154	Dabi-Farkas Rita	3
14155	Anneli Porri	2
14156	Feles Dániel és Birtalan Áron	2
14157	An Sejin	2
14158	Baksai József festőművész	3
14159	Szalai A ttila festőművész	2
14160	Résztvevők: Boros Géza művészettörténész	2
14161	Lutter Imre	4
14162	Jackson és a kuvik	2
14163	Fátyol Zoltán képzőművész	2
14164	Raymond Viallon	3
14165	Szabó Norbert	5
14166	Bartus Andrea	2
14167	Marina Abramović	3
14168	Csoke Judit / Mucsarnok	2
14169	Szlaukó László Szombathy Bálint Szöllőssy Enikő Tellér Mária  Tooth Gábor Andor /Tga Vass Tibor Whandal Syporca Wrobel Péter	2
14170	Beregi Edina	2
14171	beszélgetések és fesztiválhangulat a Stúdió Galériában	2
14172	Beöthy	1
14173	A. Gergely András	1
14174	Hollingsworth(UK)	2
14175	73 művész	2
14176	Clement Capdevielle	2
14177	Budapest Xviii. kerület Pestszentlőrinc-Pestszentimre Közművelődési és Sport Közalapítvány elnöke	1
14178	szombathelyi és Vas megyei képzőművészek	2
14179	Szilágyi Gál Mihály	2
14180	és szerb művészek	2
14181	Major Ármin	5
14182	Graham Gussin	2
14183	Csorba Simon	10
14184	Majoros Gyula és zenésztársai	2
14185	Szerényi Gábor	12
14186	Elek Is (Kada)	2
14187	Robert Vano	4
14188	Hosszú Bözse	2
14189	Pozsár Péter építész	2
14190	Németh Géza	5
14191	Boda Melinda	6
14192	Tigran Kachatrian (Am)	3
14193	Szörtsey Gábor	2
14194	zongora)	2
14195	Kroll Zsuzsa látássérült / érdekvédelmi vezető	1
14196	The Rodina	2
14197	Benjamin Bledea	2
14198	Zöld Anikó	2
14199	Matthias Remmele	2
14200	Szőllőssy Enikő szobrászművész	2
14201	20 éves a Magyar Festők Társasága	1
14202	Vass Tibor költő	3
14203	László Gergely és Rákosi Péter	1
14204	Hevesi Nándor	6
14205	Francia Intézet	2
14206	Bakos István	1
14207	Dawid Ryski	1
14208	Merenyi Dávid	2
14209	Prof. Dr. Harald Falckenberg	2
14210	Orgoványi Gbor	2
14211	dr. Baán László   Szépművészeti Múzeum Főigazgatója	2
14212	Krystyna Pieronkiewicz-Pieczko a kiállítás kurátora	2
14213	Bujdosó Alpár író	2
14214	Mate Orr	1
14215	Arjan Janssen	4
14216	Kóka Ferenc	2
14217	Marki Márta	1
14218	Csordás Dániel	2
14219	Berznay Péter	1
14220	Wëchter Ákos	2
14221	Salem Haddad	2
14222	Reök Cecília	2
14223	Karhut Tamás (dob)	2
14224	Kondor Edit Dla keramikus-iparművész	1
14225	Kerstin Ergenzinger	2
14226	tanszékvezető	2
14227	közreműködik: Csetverikov Iván – gitár	2
14228	Zhenia Bozukova	6
14229	Koroknai Zsolt	145
14230	Bárdosi Katinka	4
14231	Szabad Művészek és Harmadik Szektor csoportok tagja	2
14232	Tolnai Szabolcs	4
14233	Ifjúsági	4
14234	Szenes Zsuzsa	4
14235	nemzetközi képzőművészek	2
14236	Céline Saraiva	2
14237	Bruckenschlag / Hidveres Egyesulet	2
14238	Arne Maasik	2
14239	Dobner Edit	2
14240	Brodszky Sándor	2
14241	Csurgai Ferenc	8
14242	Rejtett Történetek	8
14243	Nándor Balvin	2
14244	valamint három a bemutatóra érkező szerző	2
14245	Francisc Chiuariu	4
14246	Válogatás a Met archívumából	2
14247	John Baldessari	1
14248	Anahita Razmi	3
14249	Rózsa T. Endre  művészeti kritikus	1
14250	Dr. Solymos Sándor a Magyar Képzőművészeti Egyetem tanára	2
14251	Akademia Ruchu	1
14252	Képzőművészeti ösztöndíjasok pályázati kiállítása	3
14253	Dunaújvárosi vagy Dunaújvároshoz kötődő képző- és iparművészek	2
14254	megnyitó nélkül	1
14255	21:30 - Shakamiva Kishawa (Erhardt Miklós és Király András)	2
14256	Somogyi-Rohonczy Zsófia	5
14257	J.Gross bettelheim	2
14258	Marit Helen Akslen  Liv Blésaring;varp	2
14259	Csepella Oliver	2
14260	Bartosz Kokosinski	2
14261	Lilla von Puttkamer	2
14262	Mauro Andreani – Livorno	2
14263	Jakatics Szabó Veronika	2
14264	Igor Sokolovsky	4
14265	Hangyól Judit	3
14266	Szunyog Júlia	2
14267	ef Zámbó István	36
14268	Urbán Péter író	2
14269	Sugár Zsófi és#8211; Dely Róbert	1
14270	Yamamoto Tadamichi	1
14271	Lóska Lajos - művészettörténész	2
14272	Szamódy Zsolt	3
14273	Börönte Tamás (Mome ANIM-Essemble)	2
14274	Nampei Akaki	2
14275	Kiss Gergely	4
14276	Dohy Anna	2
14277	Száraz Kata	5
14278	Andrejkovics Zoltán | Beöthy Balázs | Lisa Buttinger | Eike Berg | Előd Ágnes | Erhardt Miklós | Felvidéki Miklós | Gutema Dávid | Implausible Works (Szekeres Agnus	1
14279	Michal Kolecek / Szoboszlai János	4
14280	Pethe Ádám	2
14281	Ladány László (Lafu)	2
14282	Verebes György kiállítása a Józsefvárosi Galériában	1
14283	Janina Mierzecka	2
14284	Pasitka Róbert	2
14285	Zagyvai Péter	4
14286	A könyvet bemutatja: Forgách András és Halász András	2
14287	Beata Jaczewska a Nemzetközi Visegrádi Alap igazgatója	2
14288	Aknai Tamás művészettörténész	2
14289	HAász Ágnes képzőművész	4
14290	Kassák Múzeum	14
14291	Móri Beáta (cimbalom)	1
14292	Tomasz Opania	2
14293	Makai Gábor	2
14294	Máli Fanni	2
14295	Kovásznai György	7
14296	Roza Martinez	2
14297	Szilamér Nánay (Hu)	2
14298	Kaprinay Zoltán online szakértő	2
14299	Koťátková	1
14300	Taysir	3
14301	Mattis Teutsch Waldemár	1
14302	Czabán György	6
14303	A University of the Arts London Ccw Graduális Iskolája:	2
14304	Koszt József	2
14305	Kortárs magyar képzőművészek	2
14306	Min&#968;ó Szert	2
14307	Szabó Tamás Munkácsy-díjas képzőművész	2
14308	Lágler Péter	6
14309	Daniela Jauregui	4
14310	Kecskés Orsi	2
14311	Miklós Hanna-Ingrid	2
14312	prokaryote precariat	4
14313	Sarah Knobel (Usa)	1
14314	Tanya Habjouqa	2
14315	Zsári Zoltán	1
14316	Kőhalmi Péter	6
14317	Szunyogh László	6
14318	Lestyán-Goda János	2
14319	Monika Plioplyte	2
14320	Opánszki Tamás	2
14321	Lilla Kulka	2
14322	megnyitja: Sugár János	2
14323	Ewa Zasada	3
14324	Gitte Villesen	8
14325	Szolnoki Képzőművészeti Társaság tagjai	2
14326	Bacsa Melinda	4
14327	Bosnyák Zsuzsa	7
14328	Alekszej Beljajev-Gintovt	2
14329	Lauder-Javne Iskola	2
14330	Boros Judit	3
14331	Mag Kriszti	2
14332	Karpo Godina	3
14333	kurátor	25
14334	Köböl Vera	2
14335	Julien Berthier	4
14336	Adrian Manolescu	2
14337	Katarina ©evic	4
14338	Wolfgang Knapp (Ger)	2
14339	Milo¹ ©tofko	2
14340	Andrzej Świetlik	4
14341	Lini Enikő	2
14342	-	4986
14343	Káldi Katalin	39
14344	G-tag Oner	2
14345	Gaat Andras	2
14346	Törô Gábor	2
14347	Martin Gerboc	4
14348	Mihályi Barbara (hallgató	2
14349	Beatles együttes (felvételr&otilde;l)	1
14350	Erhan Lanpir (Tr)	2
14351	képanimátor szakirány	2
14352	Kardos Mária	2
14353	Dés András	2
14354	Szemmelroth Balázs	2
14355	Podmaniczky Szilárd	6
14356	Fuchs Lehel	4
14357	Telek Balázs és barátai	2
14358	Meggyes László Vendel	7
14359	Nagy Áron	1
14360	Fiatal képzőművészek kiállítása	2
14361	Galbovy Attila-Péli Barna	2
14362	Máté Beáta	2
14363	Janez Janša	10
14364	Gregory Chatonsky & Reynald Drouhin	2
14365	Mihályi Barabara	2
14366	Fuvolán játszik Rákóczy Anna	2
14367	Varsányi Emília	8
14368	Zilahi Boglárka	2
14369	Szamek András	2
14370	Frömmel Gyula	20
14371	Hés#229;vard Larsen	2
14372	Moró Máté	1
14373	Zakariás István	53
14374	Dárdai Zsuzsa művészeti író	1
14375	Csóka Szilárd Zsolt	4
14376	Łukasz Jaworski	1
14377	Cserkuti Dávid	7
14378	finn-svéd-lengyel-magyar képzőművészek	1
14379	Szente-Szabó Ákos	3
14380	Sz. Varga István	2
14381	Birkás Ákos festőművész	2
14382	Ottlik Anna	2
14383	Samer Mohdad	2
14384	krakkói intermédia szak hallgatói	2
14385	Meiro Koziumi	2
14386	MAOEalelnöke	2
14387	Németh Melitta	7
14388	A megnyitót a Nav N Go pályázat díjátadója követi.	2
14389	Lajtai Péter	4
14390	Noll Tamás	2
14391	Fajcsák Dénes	2
14392	Łukasz Kujawski	3
14393	Barta Kristóf	2
14394	Dr. Feledy Balázs művészettörténész	2
14395	Botár Olivér	2
14396	Dr. Mészáros Judit	2
14397	a Rejtett történek kiállításban	2
14398	Quantum Tango	1
14399	Ulrike Lienbacher	1
14400	Konok Péter	2
14401	Michal Janowski	1
14402	Szabó Noémi művészet	1
14403	Somogyi Győző	2
14404	Fabényi Julia főigazgató és Lugossy Mária a Szobrász Társaság vezetőségi tagja	1
14405	Varró Zsuzsa	2
14406	Balla Demeter... ...Herendi Péter... ...Vékás Magda...	1
14407	Marko Pogačnik	9
14408	Odooproject	1
14409	Łukasz Pastuszka	2
14410	Goldin + Senneby	2
14411	Kallós Judit művészettòrténész	2
14412	Dezső T. Tamás	5
14413	Kukla Krisztiánnal	1
14414	Kreif Zsuzsanna	2
14415	Karl Martin Holzhäuser	2
14416	Szücs Attila	2
14417	Tájmisztika Műhely (tMM).	2
14418	Szilvásy Edit	2
14419	Diener&Diener	1
14420	Getto Tamás	3
14421	Marosi Bálint	2
14422	Bauhaus Disco	2
14423	Wilhelm Gábor	2
14424	Szekeres Károly	2
14425	Turcsányi Antal: Torzók és maszkok	1
14426	Dizseri Eszter	2
14427	Ujj Zsuzsa	4
14428	Stephan Reitmeier	1
14429	Bognár Benedek és Simon Zsuzsanna	1
14430	Mag Gyula	1
14431	Molnár (Normal) Gergely	3
14432	Bán Krisztián	2
14433	Kovács Zita	1
14434	Dudás Barbara	13
14435	a Természetművészet - Változatok kiállításon	2
14436	Szilágyi Mihaly	2
14437	Balkay László előadóművész	2
14438	Marcel Lupşe	2
14439	Pasi Pauni	2
14440	Búbos Dávid	1
14441	Gerardo Nolasco Magana	2
14442	Napút Alternatív Művészeti Akadémia 13 művésze	2
14443	Josef Zinsberger	2
14444	Günter Holler-Schuster	2
14445	N. Frangione	2
14446	Mischa Reska	2
14447	Anke Mellin	2
14448	Kunyo Krú Speciál	2
14449	Bertóthy Ágnes	5
14450	Kovalik Balázs	2
14451	Babinszky Csilla	42
14452	Loránt Anna)	2
14453	Semann Adrienn	2
14454	Theresa Hechtbauer	1
14455	Keresztesi Bo	2
14456	Sebestyén	2
14457	Krystyna Bilak	3
14458	a Látványtervező Tanszék vezetője	2
14459	Kéri Gáspár fotóművész	2
14460	El‐Hassan Róza	2
14461	The City Artist	4
14462	Kiss Mihály	2
14463	doktorandusz (Dla) hallgatók	1
14464	Nyolczas István	2
14465	Rachel Sussman (Usa)	2
14466	Aes+F	19
14467	Orbázi Zoltán Máté	2
14468	Lukasz Pastuszka - építész / Moomoo Architects	2
14469	Winthertur	2
14470	Teampannon Lakóegyesület	2
14471	Sipos Eszter és Horváth Csaba Árpád	1
14472	Dagrún Matthíasdóttir	4
14473	Charlotte Bagger Brandt	1
14474	Szathmáry Zoltán	1
14475	Gesler Zsuzsa (Kezs)	2
14476	Weniger Nicole	2
14477	Telek Balázs	34
14478	Bér János	2
14479	Bagossy Levente	2
14480	Várfok Galéria művészei	3
14481	Mezőföld Természetfotó Egyesület	1
14482	Felipe Barsuglia & Ceticências	2
14483	Hoffmann István művészeti tanácsadó	1
14484	Pintér Rita	2
14485	Kovácsa Panni	1
14486	Dancsuly Kriszta	2
14487	/////////fur//// művészpáros	2
14488	az Egytem művésztanárai és hallgatói	2
14489	Ádám ♥ Lukács Levente	2
14490	Petöcz András	1
14491	Mester Kata	2
14492	Mke)	6
14493	Dr. Pécsi Ágnes egyiptológus	2
14494	L.Simon László író  az Országgyűlés Kulturális Bizottságának elnöke	1
14495	Marion Porten	2
14496	Zdenek Bouse	2
14497	Ferenczy Zsuzsa	2
14498	Véghseő Klára	2
14499	Lelkes Bernadett	4
14500	Tania López Winkler	4
14501	Bassi	1
14502	Bózsa Evelin ▪ Ter Wal	2
14503	Bernát András..  ...Varga Gabriella	2
14504	Dr. Bazsa György DSc	2
14505	szobrok	2
14506	Kiss Péter	2
14507	Varga G. András	2
14508	Akcióművészet Székelyföldön	2
14509	Révész László László és Daróczi Noémi	2
14510	Waszlavik Gazember László	2
14511	Paul Schrader: Idegenek Velencében	1
14512	Major Lajos	4
14513	Hevesi Judit költő	4
14514	Olajos György	29
14515	Göntér Ildikó	1
14516	Magyar Szobrász Társaság és a Műcsarnok	1
14517	Páczai Tamás	3
14518	E.O.Hoppé	2
14519	Michaela Thelenova	2
14520	Azorro SuperGroup	2
14521	Gaudens Pedit Galéria (A)	2
14522	protokoll studio	4
14523	Bozsó Nóra	1
14524	Futásfalvi Márton Piroska	2
14525	Horváth Ági	2
14526	Káldi Kata	8
14527	Josef Danner	4
14528	Ács Bálint | Fernezelyi Márton | Kozma Éva | Peternák Miklós	1
14529	Justyna Köke	1
14530	Jindrich Styrsky	1
14531	Universitat Essen	1
14532	Kórusz József	2
14533	Palotai János	6
14534	Tymek Borowski	2
14535	Molnár Ágnes	2
14536	Martin Kohout	2
14537	Kolozsvári Grandpierre Miklós	2
14538	Lucien Mercier	2
14539	Annamarie Türk	2
14540	Cecilia Widenheim	2
14541	Drabik István	17
14542	Farkas Rózsa cimbalom	2
14543	Kárpáti György Mór	2
14544	Konkoly Ágnes	14
14545	Raffaello	2
14546	lengyel művészkiadványok Piotr Rypson gyűjteményéből	2
14547	Karcag Éva	7
14548	Szabó	3
14549	Avishai Sivan	4
14550	Charles Farkas	2
14551	Dr. Baksa Soós Vera	3
14552	Steiner Gyula	1
14553	Kovács András	2
14554	Le Meur Anne-Sarah	2
14555	Orfeo csoport	2
14556	Zakar István	4
14557	Váradi Zsófi	3
14558	Andreas Bauer	2
14559	János Hunor Vári	2
14560	Blazsek András	13
14561	Juraj Florek	4
14562	Király Ilíász	4
14563	Dj Liquid	2
14564	Lábodi Ádám	1
14565	Bedécs Mónika	1
14566	Evelyn Richter	2
14567	Viktor Freso performansza	2
14568	Ron Halpin Kanada nagykövete és Bálványos Anna művészettörténész	1
14569	Capa in Color	9
14570	Kádár Máté	4
14571	Haász Ferenc világítástervező	1
14572	Cebra	2
14573	Kozma Andrea	7
14574	Spazu Dineál	2
14575	J. Nagy András	6
14576	szakkör	2
14577	Dobos Édua Dalma	2
14578	Ruszty László	8
14579	Tuzai István	1
14580	Szalipszki Judit  kurátor	2
14581	Magyar Fotóriporterek Társasága	2
14582	Perneczky Géza művészettörténész	2
14583	Gyáni Gábor történész	3
14584	Incze Mózes	41
14585	Rohonyi Iván	2
14586	William Burroughs	2
14587	zeneszerző	10
14588	Glaser Katalin	2
14589	Sturcz János műv. tört.	1
14590	Mété Balázs	2
14591	Maros Lili	2
14592	Sipos Mihály	2
14593	Christoph Giradet	1
14594	Giuseppe Salvatori	2
14595	Szabó Bernadett	3
14596	A hágai Virtuális Cipő Múzeum kiállítása	1
14597	Barbara Kapusta	2
14598	Anja Hitzenberger	3
14599	Beczi Dóra	1
14600	Miczán Klaudia	2
14601	Sztojkó István	2
14602	Nagy Sándor	4
14603	Dominic Hislop	6
14604	Gál Judit	1
14605	Lucie Orbók – Cseh Centrum	2
14606	Dr. Wolfgang Hilger	2
14607	Lóránt Zsuzsa	2
14608	Vjacseszlav Mizin (Blue Noses)	1
14609	Sugár János	220
14610	Pauli Anna	2
14611	Julie Delpy	3
14612	A Józan Babák Klub playback-színháza	2
14613	Emil Dobriban	1
14614	Csizek Gabriella  kurátor	1
14615	Sipos Endre	5
14616	Marcel Schwierin	4
14617	Horváth Csilla képzőművész	1
14618	válogatás a gyűjteményből	2
14619	Oliver Arthur	2
14620	Przemek Matecki	2
14621	Závodszky Ferenc	4
14622	Demeter Dávidi	1
14623	Budha Tomi	1
14624	Dr. Wolfgang Riedler	2
14625	grafikusművész	5
14626	Kőszegi Angéla	2
14627	Lavia Grande bemutatója	1
14628	Fiatal cseh képzőművészek fotói	2
14629	Kégl George (Hu)	2
14630	Anneli Temmes  a Finnagora (Budapest) igazgatója	2
14631	Varga Domonkos	6
14632	Dr Lukács Eszter rektorhelyettes	2
14633	Krizsó and Chabz (Realistic Crew dj-set)	2
14634	Aradi Ildikó	2
14635	Babos Bertalan	11
14636	Carlos Amorales	2
14637	Thomas Baumann	2
14638	prof. dr. Hámori József	2
14639	Zsolt Sőrés (Ahad) (Magyarország) – öthúros mélyhegedű	2
14640	Török Adrien  művészettörténész	2
14641	Bálint Anna	1
14642	Gács Anna kritikus	2
14643	Tintér Attila	2
14644	Kámán Gyöngyi	4
14645	Kovács Péter művészettörténész	5
14646	Ieva Epnere	6
14647	Juliusz Kosin	3
14648	Süli Zakar Szabolcs	2
14649	Márk Martinkó	1
14650	Breda Beban	4
14651	Sipos Mihály a Muzsikás együttes tagja. Zenél Sipos Mihály (hegedű) és Kardos Mária (gardon)	2
14652	Szesztay Csanád	2
14653	Karolina Szymanowska	2
14654	Konrad Kuzyszyn	2
14655	Szabitov	2
14656	Harka Ágnes	4
14657	Komlós Gabriella	1
14658	Pataki Luca	2
14659	Fekete Jéé	3
14660	Piotr Sikora	6
14661	Lantos Zoltán - hegedű	1
14662	Bazil Duliskovich	2
14663	Arne Jacobsen az építész és designer	1
14664	Román György	3
14665	FKSE-tagok	2
14666	Ámon Kata	2
14667	Magyar Kétfarkú Kutyapárt	3
14668	Hornyák Evelin	12
14669	Büki Zsuzsa	2
14670	Templomtér	2
14671	Gerencsér Ádám	2
14672	több mint 30 művész és 17 intézmény	6
14673	Akademija Likovnih Umjetnosti u Zagrebu	2
14674	Sarah Fonzi	1
14675	világhíres magyar zongoraművész és karmester	2
14676	Veress Enéh Erzsébet	13
14677	Saiki Katsuhiro	4
14678	Nimova Projeckt	2
14679	Kunitsyna Alina	2
14680	konferencia	2
14681	Soltész Boglárka	2
14682	Sergio Muñoz Sarmiento	2
14683	Ganczaugh Miklós festőművész	1
14684	Kortárs női művészek	4
14685	Plágium 2000	12
14686	HAÁsz Ágnes	2
14687	Csáki Tamás	2
14688	Archana Joshi	2
14689	Karvalics Anna Fruzsina	1
14690	Várostörténeti kiadványok	2
14691	Christian Kobi	3
14692	Salamon-Rácz Tamás	3
14693	Inga Zimprich (D/Nl)	2
14694	Lóránd Zsófia	2
14695	Kopper Judit	4
14696	Kolundzsija Gábor	2
14697	Reinigungsgesellschaft	1
14698	Juraj Meli¹	3
14699	M. Tóth Krisztina	2
14700	Dr. Habil Lengyel Péter Dla	2
14701	Bárdosi József művészettörténész	7
14702	Lugosi Zsolt	1
14703	Monodráma	2
14704	Hans D. Christ	2
14705	Altnőder Emese	18
14706	Formatervezési és Építészeti Kar	2
14707	a Szolnoki Képzőművészeti Társaság művészei	2
14708	Komlovszky-Szvet Tamás	20
14709	Yves Popet	6
14710	Kerstin Franke-Gneus	2
14711	Weber Kristóf  és Fülöp Zsuzsanna koncertje	2
14712	Szigeti Tamás	23
14713	Huszár Mihály	1
14714	Prőhle Gergely	6
14715	Uk)	2
14716	Hamarits Zsolt	6
14717	Gáldi Vinkó Andi	7
14718	William Bacarella	2
14719	Herczeg Zoltán divattervező	2
14720	Radenko Milak	4
14721	Ferenczi Gábor filmrendező	2
14722	Dorel Gãinã	1
14723	Dr. Zonga Igor	2
14724	(a Bolt Galéria a Ligetben)	2
14725	Tony Cragg	5
14726	Vicsek Viktor	2
14727	Icko Dávid	19
14728	Király Fanni	4
14729	Műhelybeszélgetés	1
14730	Pozsár Eszter	2
14731	Beke László művészettörténész	51
14732	Enzsöly Kinga	5
14733	Ayelet Hashachar Cohen	2
14734	Congosound Dj (Carles Congost )	2
14735	Kertész Krisztián	4
14736	Bodóczky István	22
14737	Martin Kicka	2
14738	Zellei Boglárka Éva	14
14739	Sonkoly Tibor	2
14740	Valie E	1
14741	Bán Annamária	2
14742	Boros Lőrinc	2
14743	Kuba B±kowski	2
14744	Turányi Bence építész	2
14745	Jean Cocteau	2
14746	Rajnai Krisztina	4
14747	Lakner László	59
14748	Niina Ala-Fossi	2
14749	Ken Feingold	2
14750	Dávid Eszter	4
14751	Nánay Szilamér festőművész	1
14752	Randomroutines	9
14753	x-y	1
14754	Solymos Sándor	2
14755	Marc Henderson	2
14756	Sajó Edit	2
14757	Üveges Mónika	20
14758	Bernhard Purin esztéta  a müncheni Zsidó Múzeum igazgatója	2
14759	Petca Ovidiu	3
14760	Pauer Gyula	44
14761	Orgoványi Gábor	4
14762	Tillman J.A.	2
14763	Jeno Detvay	2
14764	Martin Lukač	2
14765	KnockOutdesign	1
14766	Tobias Zielony	2
14767	Kateøina ©edá	2
14768	Richter Zsuzsanna	5
14769	Emilio és Franca Morandi	2
14770	Szinyova GErgő	1
14771	Tomek Piars	1
14772	Bányay Péter... ...Telek Balázs	2
14773	Tóth Szilvi	26
14774	Mag. Iur. Elisabeth Ellison-Kramer	1
14775	Keszthelyi Imre a Tilos Rádió zenei szerkesztője	2
14776	Hernáth Csaba (Speak Easy Project)	2
14777	Ghyczy Dénes	10
14778	Süttő Anikó	4
14779	Radványi György Ybl-díjas építész	2
14780	Urbán Ádám	11
14781	Veres Attila	8
14782	Kecskés Péter	131
14783	Blaskó Bori táncművészek	2
14784	Jonathan Meese	4
14785	Agustin Pérez Rubio (Musac)	2
14786	Simon Mihály (Tasz Romaprogramjának jogásza	2
14787	Francesco Pedraglio	2
14788	Képzőművészeti és zenei performanszok  előadások	1
14789	Szakmai nap	2
14790	Magyar Vízfestők Társasága	2
14791	Sandro Droschl	2
14792	Polyák Levente	16
14793	Berlin kurátora	1
14794	Havas Bálint)	1
14795	Csoma Gábor	2
14796	Könyvásó László	2
14797	Lichter Péter	19
14798	Jelena Viskovic	12
14799	Adam Szentpétery	2
14800	Itt meg mi történt?	1
14801	Jurriaan Molenaar (Nl)	2
14802	dr. habil	2
14803	Novotny Dóri	2
14804	Páger Bernadett	3
14805	Celia Perrin Sidarous	2
14806	Újszövetkezet	2
14807	Akció	2
14808	Schaffer Zsuzsa	2
14809	Antal Péter műgyűjtő	2
14810	Winter  Julia	2
