	step01	frequency_step1
13315	Wojtek Doroszuk	7
13316	Fazekas Veronika	2
13317	Sade	2
13318	Boga Clementina	2
13319	Őry Katalin	2
13320	Selyem Zsuzsa	2
13321	m.ikOn szerkesztőségi tagok	1
13322	Szőllőssy Balázs	3
13323	Bodó Balázs	2
13324	Tóth Sándor	2
13325	Tallós Ilona	2
13326	Malene Landgreen	2
13327	Zoboki Gábor Dla építész	2
13328	Képző- és Iparművészeti Szakközépiskola Domanovszky pályázata	2
13329	Tóth Zsuzsanna	4
13330	mAGYAR kÉPREGÉNY aKADÉMIA	2
13331	Polgár Csaba színművész	1
13332	Bohus Peti	1
13333	Gazdag József a Löffler Béla Múzeum igazgatója	2
13334	Kukár István	6
13335	Készman József művészettörténész (Műcsarnok)	1
13336	Görög Ferenc Gábor Tatlin	4
13337	Eva Juričan	1
13338	Schmidt Gabi	2
13339	Szász Attila	3
13340	Zemlényi Attila	2
13341	Greguss Kör	10
13342	Melli&Peter	1
13343	Csabai Márta	2
13344	Moró László	1
13345	Petőcz András író	2
13346	Kiégő Izzók vizuális brigád	1
13347	Anna Farkas	2
13348	Bali János Álomban létező című zenei kompozícióját	1
13349	Kálmán Ernő építész  a Mész elnöke	2
13350	Onur Dinc	2
13351	Az újonnan vásárolt művek szerzői	2
13352	Anca Benera and Arnold Estefán	2
13353	Jeney Zoltán - zeneszerző	1
13354	közel 100 művész	1
13355	Maria Buil	1
13356	Gilly Tamás	15
13357	Fork	1
13358	Túri Márton	2
13359	Dr. habil Dla É. Kiss Piroska	2
13360	és a Pécsi Balett	1
13361	Bíró Zsófia	2
13362	Lővenberger Patrik	2
13363	Giorgia Fonyódi	1
13364	Orsovai Dezső	2
13365	Gabrijel Stupica	2
13366	Kőrösi László	2
13367	Gellér Judit kurátor	1
13368	2009-ben diplomázó hallgatók	2
13369	Pálvölgyi Rita	2
13370	Anne-Gry Lés#248;land	2
13371	W.-Nemessuri Zoltán	2
13372	Roy Andersson	5
13373	Dj Curtis	2
13374	az Mma építészeti tagozatának vezetője	2
13375	no.ma.nzs	1
13376	Rónai Péter	7
13377	Albert Levente	4
13378	Ficzek Ferenc	17
13379	Barki Bergely	1
13380	Emu PesaDART	1
13381	Horváth János	4
13382	Lakatos Ábel	4
13383	Heimrich László művészeti író	2
13384	Ötvös Zoltán és Nemere Réke	1
13385	F. Dózsa Katalin művészettörténész	3
13386	Előadó: Báron György filmkritikus	2
13387	Nenad Bogdanovich (Yu)	1
13388	Németh József	4
13389	Raymond Taudin Chabot	1
13390	Anu Vahtra	8
13391	Yuki Watanabe	1
13392	Bús Balázs	2
13393	az Fkse portfoliói	2
13394	Susanne Padberg	2
13395	Saáry Éva	1
13396	Füst Milán	2
13397	Görögörszág rendkívüli és meghatalmazott magyarországi nagykövete	2
13398	Syporca Whandal	8
13399	Major Borbála	4
13400	Hajnal János	7
13401	Tubák Csaba	2
13402	Gyöngy Kálmán	2
13403	Juraj Oravec festőművész	2
13404	a V-Pearl Oktatási Központ vezetője	2
13405	Beszprémy Katalin	2
13406	Munkácsy Mihály	7
13407	Juhász Árpád színművész	2
13408	Horváth Ádám Márton	2
13409	Magi István	2
13410	Szálinger Balázs	4
13411	Provaznik Ariel	4
13412	A Moholy-Nagy Művészeti Egyetem Média Intézetének kiállítása	1
13413	Kim MacConnel	2
13414	a Budapesti Történeti Múzeum főigazgató-helyettese	2
13415	Nádor Tibor	6
13416	Johan Nieuwenhuise	2
13417	Hidvégi Máté	2
13418	John G. Morris	2
13419	Sulyok Miklós művészettörténész	29
13420	dr. Bendzsel Miklós a Szabadami Hivatal elnöke	3
13421	Nicolás Vass	2
13422	Koroknai	2
13423	Klára Petra Szabó	2
13424	Kauker Dóra	6
13425	Prof. Stefan Lengyel az ipparművészeti Egyetem tanszékvezető egyetemi tanára	2
13426	Gáll Attila	6
13427	moderátorok: Csoszó Gabriella	2
13428	Bábel Klára	2
13429	Keserű Katalin művészettörténész	5
13430	Beata Jaczewska	2
13431	Majoros Zita és Katarina Sevic	2
13432	Kocsis-M. Brigitta  szerkesztő-műsorvezető	2
13433	Novák Péter János	2
13434	Molnár Edit és Pálfi Judit	3
13435	Kőrösi Orsolya	14
13436	Peter Rösel (D)	1
13437	Marton Katalin	2
13438	Lőrinczy Gábor m.v. Lux Antal	2
13439	Barabás Henriette	2
13440	Banki Akos	1
13441	Jean-François Dubreuil	2
13442	Endri Dani	1
13443	Zurbolova Zuzana	2
13444	Rodrigo Torres	3
13445	Horváth H. Katalin	3
13446	Révész Emese	44
13447	Kling Johanna	1
13448	Szüts Miklós / Torok Sándor / Tölg-Molnár Zoltán	2
13449	Fenczi Emőke	1
13450	Unkila&Alastalo (Fin)	2
13451	Alerta	1
13452	Tóth Krisztina író	4
13453	Józsa Kitty	10
13454	Előadó: Cieklinski Sándor filmesztéta	2
13455	Dr. Nemcsics Antal	2
13456	Alice Lang	2
13457	Bayer Ilona	3
13458	Széll Katalin	2
13459	dr. Ladocsi Gáspár	2
13460	Zene: Rákóczy Anna  fuvola	2
13461	Lisziák Elek	3
13462	Ned Smyth	2
13463	Lengyel Orsolya	3
13464	Kovács Attila	23
13465	Böhler Nóra	2
13466	Majdán István	2
13467	Jean-Louis Trintignant	2
13468	kultúrakutató)	2
13469	Rachel Lee Hovnanian (Usa)	2
13470	Tárlatvezetés és vetítés - vendég: Birkás Ákos	1
13471	Kerékgyártó Szilvia	4
13472	Kolozsvári Vica	2
13473	Seiji Shimoda (Japan)	2
13474	Forgács Zsuzsa	6
13475	Aristide Tarnagda	2
13476	magyar és román textilművészek kiállítása	1
13477	Nagy Stewe	1
13478	Bolygó Bálint (London)	2
13479	Az események résztvevői	2
13480	Stojićević	2
13481	Császár Adrienn	2
13482	Veronika SUSCHNIG	1
13483	a művész	7
13484	zenészek	4
13485	Pataki Tibor	12
13486	Soharóza társulat	2
13487	Hiyukurido Shasshin Renmei	1
13488	Giovannini Kornél	1
13489	Nagy-Britannia és Észak-Írország magyarországi nagykövetségének tanácsosa	2
13490	Reinhard	2
13491	Elmgreen & Dragset	10
13492	Vágner Orsi	2
13493	Arany János	2
13494	Hecher / Keim	2
13495	Molnár Mariann	1
13496	Sofia Farkas	2
13497	Kovács Ingrid	2
13498	Ida Farkas	2
13499	Márkus Ildikó  a helsinki Magyar Kulturális és Tudományos Központ Igazgatója	2
13500	Timm Ulrichs	5
13501	Vitáris Iván	4
13502	Vivian Maier	4
13503	Imre Kocsis	2
13504	Szinyova István Gergő	1
13505	Hudecz Bálint	2
13506	Zsuzsanna Gilice	1
13507	Szabó Tünde Judit	1
13508	Gál Csaba	3
13509	képzőművészek	10
13510	Shadia Nugud	2
13511	Péterfy Gergely író	1
13512	Ruttka Andrea textilművész	2
13513	Törő Gábor	4
13514	Hayde Réka Zsuzanna	2
13515	Némethi Lajos író	2
13516	Ibro Hasanović 	2
13517	+El Kazovszkij	2
13518	festő: Kudor Duka István	2
13519	Mayer Irén	6
13520	Smid Róbert	3
13521	Bódis Andrea	2
13522	Századfordulós mintalapok a Schola Graphidis Művészeti Gyűjteményből	1
13523	Molnár Ágnes Éva & Szirtes János	2
13524	Erdő Rebeka	3
13525	Elte Sek Vizuális Művészeti Tanszék hallgatóinak kiállítása	2
13526	dr. Milček Komelj	2
13527	Kabdebó Lóránt irodalomtörténész	2
13528	performanszművész	2
13529	Peter Baum	2
13530	Vécsi Nagy Zoltán m&#251;vészettörténész	2
13531	francia	1
13532	Somogyi Endre	2
13533	Ócsai Károly szobrászművész (1938–2011)	2
13534	Tímár Katalin (kommunikációkutató)	2
13535	Károly-Zöld Gyöngyi Ro	6
13536	Sebastian M. Kretzschmar	2
13537	Philip Heylen	1
13538	"""Die Planung / A Terv"""	2
13539	Kanalas Dorina	2
13540	Lodz Kaliska	2
13541	Marco Scotini	4
13542	Josh Begley	2
13543	melynek alkalmából beszédet mond Demszky Gábor	2
13544	Dr Feledy Balázs M.S. Mester-díjas művészeti író	1
13545	Bulent Kilic	2
13546	Ivor Stodolsky	1
13547	Bangócs	2
13548	Benedek Elek	2
13549	Tamás Komoróczky	2
13550	zsoltu	8
13551	Konkoly Ágnes-művészettörténész	2
13552	Kazinczy Élő Könyvtár	2
13553	Sparwasser Hq	2
13554	Milorad Krstic	8
13555	Brückner János - Miloš Toth	2
13556	Nagy Ernő	13
13557	Buvári Tamás	2
13558	Tillmann J.A. filozófus	2
13559	René van Raemdonck	2
13560	Vincent V. 87	1
13561	Gábor Ősz	2
13562	Szűcs Zsuzsanna	4
13563	Fekete Szilvia	8
13564	Farmosi Emi (Mome ANIM-Essemble)	2
13565	fotóművész életmű-kiállítása	2
13566	Academy of Fine Arts and Design	2
13567	hans w. koch	2
13568	Tóth Ridovics Máté	1
13569	Ko­csis Zsu­zsa	2
13570	Iparterves	2
13571	Vera Röhm	3
13572	Dévényi János	3
13573	Ingrid Ortgies	1
13574	SÁNDORKrisztián	1
13575	Olgiati	1
13576	Barcza Gergely	20
13577	Ana Manso	2
13578	az Mta Művészeti Gyűjteményben	1
13579	Gulyá Gábor	2
13580	András J. Bálity	2
13581	Kenesei Zsófia	7
13582	Shpt	2
13583	Aruna Vasudev	2
13584	Lucza Zsigmond	40
13585	Robert Lacombe - a Francia Intézet igazgatóhelyettese és Bakos Katalin művészettörténész	1
13586	Szij Kamilla	7
13587	Nagy Géza és Yak & Yeti	2
13588	Mónika Merva	2
13589	Hajdú Zsófia	1
13590	Eva Brunner	2
13591	Maria Pavlaki	2
13592	Bornyi Márton	1
13593	A Mome Elméleti Intézet - Inspiráló Designelmélet program keretében Oltai Kata és a kurzus hallgatói	2
13594	Mikko Kuorinki	2
13595	Petko Doumana (Bg/Gb)	2
13596	52 művész a világ minden tájáról	2
13597	Albin Ray (Us)	6
13598	Barna Imre  az Europa Könyvkiadó igazgatója	2
13599	Dr. Szerdahelyi István	1
13600	Szántó István képzőművész	1
13601	Imre Péter	4
13602	Tóth Zs. Szabolcs	1
13603	Majoros Valéria Vanília	1
13604	Kis	2
13605	Gellér Judit	71
13606	Sylvie Zavatta	2
13607	Gulyás Gábor filozófus	4
13608	Wes Wilson	1
13609	Takács Ádám	9
13610	Raluca Voinea	2
13611	Hernádi Iván	2
13612	Kukla Krisztián esztéta  Modem	2
13613	Máder Barnabás keramikusművész	1
13614	Bodoni Zsolt	11
13615	Marcelina Mace S.	2
13616	Kenny Macleod	2
13617	Zolnyánszki Zsolt	2
13618	Schrotta János Frigyes	2
13619	Derecskei Andrea	3
13620	Beatriz Herraez	2
13621	Családi EzüstKOR	1
13622	Bánóczki Tibor	1
13623	Martin Frey	4
13624	Alex Mirutziu	6
13625	főpolgármester	1
13626	klorofill - Vécsei Júlia	1
13627	Szilágyi Róza Tekla –független kurátor	2
13628	Dr. Fabényi Júlia a Műcsarnok főigazgató asszonya	2
13629	a Tta zsűri tagja	2
13630	Prokob Krisztián	2
13631	Juha Richárd	6
13632	Szula Zsuzsanna	2
13633	Fong	1
13634	Gellér Bruno István	2
13635	Nemes Csaba:	1
13636	Kallós Viola	2
13637	kulturális szakállamtitkár	2
13638	Vidovics István	2
13639	Guntars Sietins (Lv)	2
13640	Robitz Anikó	32
13641	Martina Slováková	1
13642	Kenessei András	2
13643	Andrzej Wajda	3
13644	Andi Schreiber	3
13645	Julia Winter (Hollandia)	2
13646	Borbás Péter–Szentes Annamária	2
13647	Sean Scully	1
13648	Rajz- és Geometria Tanszékének szimpóziuma	2
13649	a Bkf Fotográfia szakos hallgatói	2
13650	V	1
13651	Werner Degreif	1
13652	Sebastian Schmieg	2
13653	Ewa Jacobsson ( Norv.)	2
13654	Dunja Lazin	2
13655	a kurátor és társa	1
13656	a Pliva közép- és kelet-európai igazgatója	1
13657	Sza	2
13658	Viktor Kuznyecov	2
13659	Przemek Dzienis	2
13660	Stanley Mouse	1
13661	foxconn.tv	2
13662	Margitay Orsolya	2
13663	Máté Péter	2
13664	Kelemen Dénes Lehel	2
13665	Őexcellenciája Maria Laura da Rocha	2
13666	Monográfiák	2
13667	Az Iparművészeti Múzeum és az Mta Btk Művészettörténeti Intézet mozdulatművészeti kutatócsoportjának kiállítása	2
13668	Shari	1
13669	Ismail Khayat	2
13670	Beaty Czető	16
13671	Janine Koppelmann	1
13672	Műtárgyak Éjszakája projekt igazgatója	1
13673	Tolnay	1
13674	Abed Al Kadiri	2
13675	Victoria Square Project	2
13676	Horváth Zsófia	4
13677	Papp Norbert	4
13678	Tomá¹ Moravec	1
13679	Batniji	3
13680	Nagy Csaba	13
13681	Balaha Tamás	1
13682	Rákossy Péter	2
13683	Ania Molska	2
13684	Rainer Ganahl (Usa)	2
13685	Építészeti kiállítás	2
13686	Kis Róka Csaba (H)	2
13687	John Malkovich: Táncos a házban	1
13688	Lakatos Botond	2
13689	Mirona Radu	2
13690	Tiberiu Alexa művészettörténész  a Muzeul Judetean de Arta (Nagybánya) igazgatója	2
13691	dr. Iványi-Bitter Brigitta	1
13692	Harry Gruyaert	2
13693	Paul Harbaugh	1
13694	Mag Krisztina	4
13695	Antje Weitzel	2
13696	Schrammel Imre Kossuth-díjas keramikusművész	6
13697	Végi Péter	3
13698	Rusvai László	1
13699	Mai Manó	2
13700	Konsánszky Dóra designer	2
13701	Aslee Male	2
13702	Ona Tav	7
13703	Sípos László művészettörténész	2
13704	Kovács Kinga	5
13705	Vashegyi György	6
13706	Keisuke Nagoshi	2
13707	HAász Àgnes	1
13708	Korponai Elza Csilla	1
13709	Farzin Foroutan	1
13710	Ütő Gusztáv - performansz	2
13711	Nagy Gabriella	25
13712	Pirók Irén	4
13713	Czafrangó Sylvia	1
13714	Götz Johanna	2
13715	Ádám Albert	2
13716	Gottfried Júlia	2
13717	Fodor Dániel János	21
13718	Koksz (Kortárs Karikatúra és Szatíra Műhely) Műhely	1
13719	Charlotte Herben	4
13720	Körei Sándor	8
13721	Aneta Szylak	5
13722	Alex Webb kiállításán	3
13723	Táncos László	2
13724	Bora Marat (Ro)	2
13725	Szabó Lajos	4
13726	Adam Wsiołkowski	2
13727	Noriaki Hayashi	1
13728	bevezetőt mond: Gábor György vallásfilozófus	2
13729	Előadó: Hirsch Tibor filmtörténész	2
13730	Illyés Gyula	2
13731	Bakonyi Bence	10
13732	Ludwig Múzeum - Kortárs Művészeti Múzeum	2
13733	Laczkovich Borbála művészettörténész	2
13734	Kozma Zsuzsanna Sára	2
13735	Nagy Zsofia	2
13736	Danka Attila	13
13737	Nakano Kenichi	2
13738	Veda Popovici / Bukarest	1
13739	Mauer Dóra	2
13740	Dr. Láng Zsolt polgármester	2
13741	Szabó Ildikó	2
13742	Olaf Brzeski	4
13743	résztvevők: Rácz Zoltán építész	2
13744	újságíróval	2
13745	Thomas Campbell	1
13746	Szamosi Judit	3
13747	Christa Kaltenbrunner	2
13748	mügyűtő	1
13749	Pent Leditgrandt Emlékzenekar	2
13750	Gábor Bódy	7
13751	Wojtek B±kowski	2
13752	Simon Andrea	3
13753	Armin	1
13754	Hegyi Lóránd	4
13755	szakmai méltaó: Sipos Endre	2
13756	Arnus Horribilis	2
13757	Dr. Kiss Zoltán PhD szakjogász előadása	2
13758	Fark László	8
13759	Kemény Zsuzsi	2
13760	Köbli Éva	2
13761	Dr. Bálint Péter	1
13762	Komondy Zoltán	2
13763	Júlia Vécsei	2
13764	Varga Marietta	2
13765	Fábián Péter	2
13766	Bódi Kati	5
13767	audiovizuális művészek	2
13768	Fenyvesi Áron	144
13769	Györe Borbála	2
13770	Rich Géza	2
13771	Osgyányi Róza	2
13772	*ad-hoc* zenekar	2
13773	Morvay Zsófia	2
13774	Benes József  Csiszér Zsuzsi	1
13775	Szólláth Gábor	1
13776	Kalmár Éva	2
13777	Kelemen Hunor	2
13778	Nagy Sára Vilma	2
13779	Németh Viktória	4
13780	Juhász Dorina	5
13781	Ország Ferenc	2
13782	Peter Land	2
13783	Umenhoffer István	2
13784	Pawel Romanczuk	2
13785	Harsay Ilona	2
13786	Clare Birgin	2
13787	Domonkos Sára	2
13788	Mag Krisztina Szilvia	4
13789	Bessenyei Kati  Bordás Boglárka	3
13790	Andreas Mühe	2
13791	Chto Delat	4
13792	Gerhard Häfner	1
13793	Süli-Zakar Szabolcs	32
13794	Kontor Enikő	2
13795	grafikusművész kiállítása	2
13796	Kárándi Tünde	6
13797	Beluzsár Csaba	2
13798	Berecz András	1
13799	Beszélgetés	3
13800	Mario de Biasi stb.	1
13801	Hódi Csilla	19
13802	közreműködik a Rovar 17 zenekar	2
13803	VosenvanderVeen	2
13804	José Lakerveld	2
13805	Navid Nuur	4
13806	Pap Ferenc	1
13807	Rob Johannesma	2
13808	Yan Yeresko  Fehéroroszország	2
13809	Richter Zsuzsi	2
13810	Tóth Karolina	1
13811	Dina Organova	2
13812	Andas Wolfensberger	2
13813	megnyitja: Margit Mutso	2
13814	Samu Bence	6
13815	Roger Bourke	1
13816	Kaido Ole és Marko Mäetamm	2
13817	Tebeli Szabolcs	4
13818	Mohau Modisakeng képzőművész (Dél-Afrika)	2
13819	Ana Opaliæ	2
13820	Pr csoport	8
13821	Rónai Péter (H/Sk)	2
13822	art brut művészek	2
13823	Zoltai Bea	4
13824	Németh Katalin	1
13825	maurer dóra	3
13826	Borsos Lőrinc feat. Bak Imre	2
13827	Sebastian Lexer (D) Bret Battey (Usa) Christy Matson (Usa) David Whitcraft (Usa) Dennis Miller (Usa) Derek Gerstmann (Usa) François-Joseph Lapointe (Cdn) stb.	2
13828	Joe Dick	2
13829	Miha Knific (Slo)	2
13830	Verena Rempel	4
13831	Szigeti Máté	7
13832	Margarethe Makovec	2
13833	Damian Le Bas	2
13834	Barta Gyöngyi csellón	2
13835	Tisch Bálint	2
13836	Sziko	2
13837	Asana Lloyd	2
13838	Miovác Márton	2
13839	Keresztes László	2
13840	Mátis Gergő és Kis Róka Csaba	2
13841	Babits Mihály	2
13842	Gianfranco Maddoli Umbria Kulturális Főtanácsosa	1
13843	Varga Andrea	2
13844	Kardos Dániel	4
13845	Reviczky Zsolt fotóriporter	2
13846	Novák Kristóf	2
13847	Rajk László építész	3
13848	Wes Bell	2
13849	Székelyi Kati képzőművész	2
13850	Pleidell János	2
13851	Erdős Zsuzsanna	2
13852	Almási László	2
13853	Gediminas Urbonas	1
13854	Jakub Słomkowski (Pl)	2
13855	Kerekasztal-beszélgetés: Karin Tõugu építész	2
13856	Markolt Sebestyén	5
13857	Kecskeméti Kálmán	14
13858	Tóth-Vásárhelyi Réka	1
13859	professzor	2
13860	Lado Pochkhua	2
13861	Fiegl Nóra	2
13862	Nemes Z. Márió – költő	2
13863	az Archiv kiállításon	1
13864	Hoppál Mihály	2
13865	Daniela Krajčová (Sk)	4
13866	Georgij Gurjanov	2
13867	Donka Gergely	3
13868	Szilágyi Zsófia Júia	2
13869	Alex Cuibus (Ro)	2
13870	ecycling Mission Hungary	4
13871	Kovács Máté Bence	6
13872	Tudományos konferencia	2
13873	Fr m.v	2
13874	drMáriás	67
13875	Kiss Tibor Noé	6
13876	Irena Kukszenajte	2
13877	Kiss Tanne István	10
13878	Szövényi Anikó	6
13879	Stenczer Sári  művészettörténész	2
13880	Závada Pál	8
13881	Zuzanna Zurbolová	4
13882	Holb Margit	2
13883	prof. Dr. Lőrincz Zoltán művészettörténész	2
13884	Adela Jusic / Crvena	1
13885	Szűts Kata	2
13886	Julia Grybos	1
13887	Németh Ágnes	19
13888	Réti Ágnes	5
13889	Yevgen Nikiforov	4
13890	Dušan Barok	2
13891	Markus és Christoph Schaden	2
13892	Ungváry Rudolf író	1
13893	Urbánfy Éva	1
13894	Marina Grzinic (Ljubljana)	2
13895	Public Movement	4
13896	Ignor Petre	2
13897	kandidátus	2
13898	Tillmann J. A.	19
13899	Moderátor: Lénárd Anna (Bupap)	2
13900	Szombat Éva	24
13901	Vasali Katalin	4
13902	a Műcsarnok projektgalériája	2
13903	Jancsik Károly	2
13904	építész. Közreműködik: Riz Laura	4
13905	Arkadiusz Ignasze	2
13906	Borsos-Lőrinc Lilla	20
13907	Dieter Roelstraete író	2
13908	Szabó DEzső	2
13909	Bodor Lilla  Magyarország	2
13910	Rainer Werner Fassbinder: Petra von Kant keserű könnyei	1
13911	if. Kunt Ernő	2
13912	Lóránd János Demeter	2
13913	Vági Flóra	7
13914	Hencze	2
13915	Bollók Csaba filmrendező	2
13916	Récsey Manyi Eszter	2
13917	Erich Klein író	2
13918	László Gergely	45
13919	Palotás Gábor	2
13920	Törőcsik Mari	2
13921	Tadeusz Maciejko	2
13922	Kerekes Péter János	9
13923	Eva Rostoványi	2
13924	Szolnoki-Szendrődi Judit ▪ Nagy Stoica Georgeta	2
13925	Lukács Orsolya	7
13926	Szabics Á.	2
13927	Deák Erika	5
13928	Piotr Krajewski  a Wro Art Center főkurátora	2
13929	művészeti iskolások	2
13930	Lovas Dávid és Góg Emese	2
13931	Fischer Judit (Szaf)	2
13932	Fodor Janos	1
13933	Igor Minárik	4
13934	Forma	2
13935	Juhász Kata Társulat	2
13936	Agata Dudek	1
13937	Zawar kollektíva (Csernátony-Lukács László | Gyarmati Zsolt | Lucza Zsigmond)	1
13938	Guy Ben-Ner	2
13939	Alexander Saburov (Blue Noses)	1
13940	Moravszky Kata	2
13941	Kor­ha­tár nél­kül	4
13942	Szirtes	4
13943	Aigner Szilárd	2
13944	Szabados Árpád	17
13945	Virág Ágnes művészetörténész	2
13946	Marko Brecelj és a Puha Terroristák (the Soft Terrorists)	4
13947	Kristóf Marci	2
13948	Oliv Mircea	4
13949	Andreas Berde	5
13950	Drozsnyik Dávid	6
13951	Rúzs Kerekasztal	2
13952	Vlad Mamyshev-Monroe  Victoria Begalskaya	2
13953	Zsuffa Péter	4
13954	Mmat elnök	2
13955	Japán kortárs művészet	1
13956	Tót Endre	49
13957	Kultúrgorilla	1
13958	Cakó Ferenc	2
13959	Bozsó András	17
13960	Alexander Saburov	2
13961	Jeneses Ádám	4
13962	Berszán Zsolt	8
13963	Szepessy Ákos	6
13964	Halász Károly (Hu)	2
13965	Bulecza Gábriel	2
13966	Kulinyi Istvan	2
13967	videó: Palotai Klára	2
13968	Greta Samuel	1
13969	Ioana Batranu	3
13970	Síró Lajos	4
13971	Zbigniew Bajek	2
13972	Colin Ford Cbe	2
13973	Kozma Klasszik | Budapest Műhely	2
13974	Martinkó Márk	52
13975	Caspar Stracke	4
13976	Gergely-Farnos Lilla	2
13977	"H. Luxbacher ""A Szerzetes"""	2
13978	Duncan Jones	2
13979	Matthieu Husser	2
13980	Hogyan segíthetjük elő a zöldfelületek növekedését és a városi élet minőségének javítását?	2
13981	Madarász Gergely	2
13982	Mélyi József művészettörténésszel	2
13983	Konok Tamás Kossuth-díjas festőművész	2
13984	Lazin Flóra	2
13985	Gregory Sholette előadása a CEU-n a Művészetelméleti és gyakorlati szabadiksola keretében	1
13986	Fukui Ryu	5
13987	Ligeti Erika	2
13988	Lénárt András	2
13989	Storyboard	1
13990	Marko Brecelj	2
13991	Romváry Márton	2
13992	moderátor: Krizsó Szilvia	2
13993	Erményi Mátyás	9
13994	•• Molnár István Iscsu •• Nacsa Zoltán •• Nagy Bernadett Nade •• Navratil Zsuzsanna •• Németh-Kassa Gábor •• Olbrich Jürgen mv. De •• Pataki Tibor •• Pál Csaba •• Pető Hunor •• Pedzialek Leonard Pl ••	2
13995	a Lipcsei Grafikai és Könyvművészeti Főiskola tanárai	2
13996	Philipp Frigyes	2
13997	Jan Lauschmann	1
13998	Banga Ferenc	5
13999	Khoór Lilla	31
14000	Aleksander Komarov (By / Nl)	2
14001	Heidy Amanda	2
14002	Paulina Kurc-Maj	2
14003	Dovin Galéria	2
14004	közreműködik: Forgács Péter	2
14005	Lucia Tallová (Sk) Tibor Uhrin (Sk)	2
14006	Bereczky Loránt	1
14007	Miriam Sentler	2
14008	Sugár János kiállítása a Műcsarnok Cipó Galériájában	2
14009	John Shattuck	2
14010	Budapesti Metropolitan Egyetem	2
14011	Laurent Perbos	1
14012	Schuller Vladimir	2
14013	Temesvári Ferenc	2
14014	Marcos Castro	3
14015	drMÁRIÁS	4
14016	Dj Audiolife (Veres Attila)	2
14017	Kozma Károly	2
14018	Liziczai Réka	4
14019	Petró Zsuzska	2
14020	Johanna Braun	4
14021	The Potteries Museum and Art Gallery (Gb)	2
14022	Rolik Ádám	12
14023	Franz Riedl	11
14024	Nemes Csaba Dla képzőművész	1
14025	dr Feledy Balázs Ms Mester-díjas művészeti író	2
14026	Technica Schweiz & Katarina Šević	2
14027	Klein Rudolf fotói	1
14028	Bme-Mome-Ami hallgatók párbaja	1
14029	Erik Binder  Blahó Borbála	1
14030	Soproni András	2
14031	Pelyhe Tamás	2
14032	Más	1
14033	Ritoók Pál	2
14034	Bán András műkritikus	10
14035	kritikus; Eötvös Loránd Tudományegyetem	1
14036	Jelena Vesic	2
14037	Lukovszky Ilona	2
14038	Strissowszky Szilárd	2
14039	Rákosfalvy Zsuzsi Lívia	2
14040	Szilágyi Sándor fotóművészeti író beszélget Jokesz Antallal	2
14041	Rosalind Nashashibi	2
14042	Dezső Tamás  Erdei Krisztina	2
14043	Molnár Dóra Eszter - grafikusművész	1
14044	Péli	1
14045	©Wierkiewicz Róbert	2
14046	Dömölky Dániel	4
14047	Borgó György Csaba	4
14048	Mikesy Tamás	1
14049	Piotrowska	1
14050	Haruko Asozan	1
14051	Báron Laura	2
14052	Tóth Lívia	12
14053	Horányi Özséb	2
14054	Koffler Júlia	2
14055	Gergely Réka	16
14056	spanyol kulturális attasé	1
14057	Perness Norbert	1
14058	a Velencei Biennále nemzeti biztosa	2
14059	Csáji Attila	29
14060	Tóth Krsiztina	3
14061	Milán Fritzpatrick	2
14062	Dóra Attila Quartet	2
14063	Alex Webb	2
14064	Bodonyi Panni	1
14065	Molnar Kálmán	1
14066	Adolphe Braun	2
14067	Gáldi Vinkó Andrea	23
14068	Gerlinde Thuma	6
14069	Heidrun Holzfeind	4
14070	installáció: Ferencz Marcel építész	1
14071	Geskó Judit a Szépművészeti Múzeum 1800 utáni Gyűjteményének vezetője	2
14072	moderátor	2
14073	Musica Antiqua	2
14074	Ádám Asztalos	2
14075	Holly Streekstra	3
14076	Miklós Mécs (Hu)	2
14077	Dora García (Es) Felix Gonzalez-Torres (Usa) Institute for Wishful Thinking/ Maureen Connor	1
14078	Dobó Gábor	11
14079	Kelle Antal	16
14080	Az Építészeti Fotográfusok Nyílt Társaságának kiállítása	2
14081	coloratura soprano Ingrid Kertesi	2
14082	Neon Galéria	2
14083	Jónás Vera Experiment	2
14084	megnyitja:Fábián László író	2
14085	József R. Juhász	2
14086	Mulasics István	2
14087	Estelle Thompson	1
14088	Szilasi Anna	1
14089	Gabriel Barna	2
14090	Walter Smerling	2
14091	Bolmányi Ferenc	3
14092	Dr. Monok István	4
14093	Nils Norman	2
14094	Dr. Sági Mária	2
14095	Szokolay Sándor zeneszerző és Wehner Tibor művészettörténész	1
14096	Mikita Gábor	6
14097	Ro m.v.	2
14098	Marta Moszczenska	1
14099	Krausz György nyugalmazott nagykövet	2
14100	Ferencz Győző irodalomtörténész és a Szima ügyvezető elnöke	2
14101	Hadik Gyula	1
14102	Lilith Öröksége	1
14103	Christina Casnellie	2
14104	Raphael Grisey	2
14105	Papp Pala László  ▪ Barti Magdolna	2
14106	Milan Struhárik szobrászművész	2
14107	Sinha Róbert	2
14108	a Summa Artium Kht. igazgatója	2
14109	Tánc: Daniel Lepkoff	1
14110	id. Lelkes István	4
14111	Szarka Judit	1
14112	Tatai Erzsébet  művészettörténész	3
14113	Grażka Lange	1
14114	Keresztes Zsófi	6
14115	Czene Márta	64
14116	Band	2
14117	Olafur Eliasson	2
14118	Bársony Júlia	2
14119	Kolozsváry Marianna	4
14120	Szelényi Károly	2
